AREA,PERIMETER,__GRID_COD,__CLC_CODE,__LABEL1,__LABEL2,__LABEL3,AreaTOT,PerimetroT,id_grid,Area_m2,Perim_m,AreaSulQua,PerimSulQu,AreaSulPol,PerimSulPo
6242814.92234000005,22531.97266450000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,1051,131771.920,1470.972,82,92,0.260,0.555
6242814.92234000005,22531.97266450000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,1052,104407.146,1338.268,65,84,0.206,0.505
6242814.92234000005,22531.97266450000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,1053,156106.509,1571.195,98,98,0.308,0.593
6242814.92234000005,22531.97266450000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,1054,2602.253,416.306,2,26,0.005,0.157
6242814.92234000005,22531.97266450000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,1130,3297.984,268.648,2,17,0.007,0.101
6242814.92234000005,22531.97266450000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,1131,126359.915,1652.944,79,103,0.250,0.624
6242814.92234000005,22531.97266450000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,1132,110996.493,1407.418,69,88,0.219,0.531
6242814.92234000005,22531.97266450000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,1133,70456.138,1169.546,44,73,0.139,0.441
6242814.92234000005,22531.97266450000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,1211,3471.973,332.124,2,21,0.007,0.125
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,305,8881.951,452.164,6,28,0.018,0.171
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,306,79892.828,1165.070,50,73,0.158,0.439
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,307,27671.036,1085.135,17,68,0.055,0.409
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,308,9081.915,498.684,6,31,0.018,0.188
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,312,12465.192,558.388,8,35,0.025,0.211
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,313,52431.578,1092.429,33,68,0.104,0.412
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,377,63844.219,1754.832,40,110,0.126,0.662
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,378,160000.000,1600.064,100,100,0.316,0.604
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,379,160000.000,1600.064,100,100,0.316,0.604
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,380,112222.772,1527.762,70,95,0.222,0.576
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,381,34844.672,1017.508,22,64,0.069,0.384
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,382,41546.767,999.435,26,62,0.082,0.377
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,383,10735.505,866.658,7,54,0.021,0.327
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,384,16396.137,1154.664,10,72,0.032,0.436
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,385,148196.997,1563.463,93,98,0.293,0.590
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,386,118271.544,1795.591,74,112,0.234,0.677
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,387,11773.683,847.759,7,53,0.023,0.320
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,451,1822.733,433.435,1,27,0.004,0.164
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,452,158788.646,1587.464,99,99,0.314,0.599
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,453,160000.000,1600.064,100,100,0.316,0.604
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,454,160000.000,1600.064,100,100,0.316,0.604
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,455,160000.000,1600.064,100,100,0.316,0.604
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,456,160000.000,1600.064,100,100,0.316,0.604
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,457,160000.000,1600.064,100,100,0.316,0.604
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,458,160000.000,1600.064,100,100,0.316,0.604
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,459,159963.499,1600.130,100,100,0.316,0.604
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,460,127515.457,1727.916,80,108,0.252,0.652
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,461,150529.224,1714.078,94,107,0.297,0.647
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,462,42536.835,1136.817,27,71,0.084,0.429
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,527,3136.318,392.883,2,25,0.006,0.148
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,528,117258.750,1422.245,73,89,0.232,0.537
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,529,159886.902,1592.551,100,100,0.316,0.601
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,530,160000.000,1600.064,100,100,0.316,0.604
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,531,151003.068,1792.040,94,112,0.298,0.676
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,532,160000.000,1600.064,100,100,0.316,0.604
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,533,155675.972,1572.702,97,98,0.307,0.593
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,534,156596.384,1565.251,98,98,0.309,0.590
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,535,120663.812,2014.422,75,126,0.238,0.760
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,536,65343.275,1067.234,41,67,0.129,0.403
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,537,50041.749,1243.650,31,78,0.099,0.469
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,538,89250.257,1435.780,56,90,0.176,0.542
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,607,125211.244,1507.814,78,94,0.247,0.569
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,608,160000.000,1600.064,100,100,0.316,0.604
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,609,135853.355,1740.244,85,109,0.268,0.656
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,610,133676.337,1505.280,84,94,0.264,0.568
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,611,143841.580,1541.176,90,96,0.284,0.581
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,612,70325.295,1610.471,44,101,0.139,0.608
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,613,66141.336,1100.135,41,69,0.131,0.415
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,614,512.291,163.955,0,10,0.001,0.062
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,615,39922.329,933.890,25,58,0.079,0.352
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,616,150948.893,1507.416,94,94,0.298,0.569
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,618,7507.106,383.930,5,24,0.015,0.145
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,685,129011.138,1433.405,81,90,0.255,0.541
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,686,160000.000,1600.064,100,100,0.316,0.604
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,687,123976.861,1510.136,77,94,0.245,0.570
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,688,62881.923,1024.979,39,64,0.124,0.387
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,689,127604.278,1451.435,80,91,0.252,0.548
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,690,6129.341,546.024,4,34,0.012,0.206
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,691,5700.612,328.730,4,21,0.011,0.124
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,694,87315.726,1372.370,55,86,0.172,0.518
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,695,39801.304,1010.200,25,63,0.079,0.381
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,696,130688.018,1469.008,82,92,0.258,0.554
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,764,139100.501,1507.160,87,94,0.275,0.569
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,765,150883.342,1537.784,94,96,0.298,0.580
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,766,21550.544,690.061,13,43,0.043,0.260
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,773,64116.101,1118.880,40,70,0.127,0.422
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,774,152852.046,1571.304,96,98,0.302,0.593
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,775,124127.879,1440.412,78,90,0.245,0.543
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,844,47770.527,1130.004,30,71,0.094,0.426
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,845,109827.970,1316.241,69,82,0.217,0.497
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,853,45738.428,901.109,29,56,0.090,0.340
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,854,97934.813,1336.264,61,84,0.193,0.504
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,855,63103.066,1038.602,39,65,0.125,0.392
7040886.13819000032,25303.56460070000,19.000000,"241",Agricultural areas,Heterogeneous agricultural areas,Annual crops associated with permanent crops,50641367.69981700927,265091.86632210005,925,5051.020,364.047,3,23,0.010,0.137
257724.26116400000,4989.25667265000,24.000000,"312",Forest and semi natural areas,Forests,Coniferous forest,24921831.25989799947,107990.54450138001,315,17311.083,585.811,11,37,0.069,0.542
257724.26116400000,4989.25667265000,24.000000,"312",Forest and semi natural areas,Forests,Coniferous forest,24921831.25989799947,107990.54450138001,386,2996.045,349.425,2,22,0.012,0.324
257724.26116400000,4989.25667265000,24.000000,"312",Forest and semi natural areas,Forests,Coniferous forest,24921831.25989799947,107990.54450138001,387,51778.738,1645.321,32,103,0.208,1.524
257724.26116400000,4989.25667265000,24.000000,"312",Forest and semi natural areas,Forests,Coniferous forest,24921831.25989799947,107990.54450138001,388,42358.641,1092.606,26,68,0.170,1.012
257724.26116400000,4989.25667265000,24.000000,"312",Forest and semi natural areas,Forests,Coniferous forest,24921831.25989799947,107990.54450138001,461,7852.168,364.586,5,23,0.032,0.338
257724.26116400000,4989.25667265000,24.000000,"312",Forest and semi natural areas,Forests,Coniferous forest,24921831.25989799947,107990.54450138001,462,79740.593,1787.435,50,112,0.320,1.655
257724.26116400000,4989.25667265000,24.000000,"312",Forest and semi natural areas,Forests,Coniferous forest,24921831.25989799947,107990.54450138001,463,52515.220,1221.793,33,76,0.211,1.131
257724.26116400000,4989.25667265000,24.000000,"312",Forest and semi natural areas,Forests,Coniferous forest,24921831.25989799947,107990.54450138001,538,1218.271,178.838,1,11,0.005,0.166
1042595.34615999996,6612.28642287000,29.000000,"324",Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,40452141.10601800680,227419.48971561997,314,457.728,98.973,0,6,0.001,0.044
1042595.34615999996,6612.28642287000,29.000000,"324",Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,40452141.10601800680,227419.48971561997,315,83517.980,1360.409,52,85,0.206,0.598
1042595.34615999996,6612.28642287000,29.000000,"324",Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,40452141.10601800680,227419.48971561997,316,151580.489,1521.183,95,95,0.375,0.669
1042595.34615999996,6612.28642287000,29.000000,"324",Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,40452141.10601800680,227419.48971561997,317,69104.905,1207.933,43,75,0.171,0.531
1042595.34615999996,6612.28642287000,29.000000,"324",Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,40452141.10601800680,227419.48971561997,387,96436.050,1301.976,60,81,0.238,0.572
1042595.34615999996,6612.28642287000,29.000000,"324",Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,40452141.10601800680,227419.48971561997,388,117641.326,2165.142,74,135,0.291,0.952
1042595.34615999996,6612.28642287000,29.000000,"324",Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,40452141.10601800680,227419.48971561997,389,155708.196,1553.283,97,97,0.385,0.683
1042595.34615999996,6612.28642287000,29.000000,"324",Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,40452141.10601800680,227419.48971561997,390,52743.844,934.209,33,58,0.130,0.411
1042595.34615999996,6612.28642287000,29.000000,"324",Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,40452141.10601800680,227419.48971561997,462,36003.388,1006.244,23,63,0.089,0.442
1042595.34615999996,6612.28642287000,29.000000,"324",Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,40452141.10601800680,227419.48971561997,463,87916.659,1751.572,55,109,0.217,0.770
1042595.34615999996,6612.28642287000,29.000000,"324",Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,40452141.10601800680,227419.48971561997,464,148509.285,1505.678,93,94,0.367,0.662
1042595.34615999996,6612.28642287000,29.000000,"324",Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,40452141.10601800680,227419.48971561997,465,23112.225,844.247,14,53,0.057,0.371
1042595.34615999996,6612.28642287000,29.000000,"324",Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,40452141.10601800680,227419.48971561997,539,88.377,45.805,0,3,0.000,0.020
1042595.34615999996,6612.28642287000,29.000000,"324",Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,40452141.10601800680,227419.48971561997,540,11878.006,509.204,7,32,0.029,0.224
528296.73549899994,4575.33940725000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,324,137.690,60.142,0,4,0.001,0.058
528296.73549899994,4575.33940725000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,325,208.997,143.192,0,9,0.001,0.138
528296.73549899994,4575.33940725000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,396,51898.544,1354.563,32,85,0.371,1.310
528296.73549899994,4575.33940725000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,397,36586.216,966.395,23,60,0.262,0.934
528296.73549899994,4575.33940725000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,471,72503.290,1195.896,45,75,0.519,1.156
528296.73549899994,4575.33940725000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,472,50968.081,1322.168,32,83,0.365,1.278
528296.73549899994,4575.33940725000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,547,42542.202,1011.292,27,63,0.304,0.978
528296.73549899994,4575.33940725000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,548,103459.941,1329.698,65,83,0.741,1.286
528296.73549899994,4575.33940725000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,625,73496.822,1104.226,46,69,0.526,1.068
528296.73549899994,4575.33940725000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,626,92481.960,1245.600,58,78,0.662,1.204
260010.80327199999,2199.77526498000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,329,43665.037,888.539,27,56,0.313,0.859
260010.80327199999,2199.77526498000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,330,114303.351,1317.590,71,82,0.818,1.274
260010.80327199999,2199.77526498000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,331,3378.270,273.590,2,17,0.024,0.265
260010.80327199999,2199.77526498000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,401,70829.370,1064.835,44,67,0.507,1.030
260010.80327199999,2199.77526498000,16.000000,"222",Agricultural areas,Permanent crops,Fruit trees and berry plantations,13971173.20994399674,103419.91966607003,402,25867.045,780.092,16,49,0.185,0.754
271561.57156999997,2919.81962179000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,357,2801.785,238.424,2,15,0.005,0.074
271561.57156999997,2919.81962179000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,431,25536.166,746.291,16,47,0.048,0.232
271561.57156999997,2919.81962179000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,432,104502.431,1480.518,65,93,0.196,0.460
271561.57156999997,2919.81962179000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,433,166.351,79.628,0,5,0.000,0.025
271561.57156999997,2919.81962179000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,507,8829.706,692.927,6,43,0.017,0.215
271561.57156999997,2919.81962179000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,508,123549.222,1441.321,77,90,0.231,0.448
271561.57156999997,2919.81962179000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,509,3468.892,362.630,2,23,0.006,0.113
271561.57156999997,2919.81962179000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,586,646.115,149.329,0,9,0.001,0.046
2231935.93674999988,9267.87879427000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,374,45.858,32.488,0,2,0.000,0.010
2231935.93674999988,9267.87879427000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,375,9516.707,592.134,6,37,0.018,0.184
2231935.93674999988,9267.87879427000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,376,1089.077,133.088,1,8,0.002,0.041
2231935.93674999988,9267.87879427000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,449,94148.120,1407.743,59,88,0.176,0.438
2231935.93674999988,9267.87879427000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,450,155916.666,1553.320,97,97,0.292,0.483
2231935.93674999988,9267.87879427000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,451,40001.687,1154.511,25,72,0.075,0.359
2231935.93674999988,9267.87879427000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,524,24825.021,660.881,16,41,0.046,0.205
2231935.93674999988,9267.87879427000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,525,150831.754,1564.193,94,98,0.282,0.486
2231935.93674999988,9267.87879427000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,526,157352.051,1643.091,98,103,0.295,0.511
2231935.93674999988,9267.87879427000,20.000000,"242",Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,53421322.36704201996,321736.06181083003,527,56827.063,1852.198,36,116,0.106,0.576
